Destination,Start date,lat,lon,maxtemp_c,mintemp_c,avgtemp_c,totalprecip_mm,totalsnow_cm,avghumidity,maxwind_kph,avgvis_km,condition_text,condition_icon_url,icon_location
"Managua, Nicaragua",01/04/2024,12.1508,-86.2683,31.73,24.91,29.34,24.55,0.41,34.7,17.51,7.23,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Havana, Cuba",05/03/2024,23.1319,-82.3642,26.93,25.93,26.86,12.79,7.22,67.68,10.39,4.17,Cloudy,http://cdn.weatherapi.com/weather/64x64/day/119.png,icons/119.png
"Ghent, Belgium",11/11/2024,51.05,3.7167,12.4,6.3,9.3,0.7,0.0,80,20.9,9.7,Light drizzle,http://cdn.weatherapi.com/weather/64x64/day/266.png,icons/266.png
"Conakry, Guinea",02/03/2024,9.5092,-13.7122,18.33,8.58,15.92,33.95,1.1,21.01,20.48,9.65,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Perth, Australia",11/12/2024,-31.9333,115.8333,21.3,13.3,17.6,0.0,0.0,67,26.6,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Hyderabad, India",01/01/2024,17.3753,78.4744,28.6,16.7,22.0,0.0,0.0,61,14.8,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Manila, Philippines",11/28/2024,14.6042,120.9822,30.9,25.5,27.8,0.04,0.0,69,20.9,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Lisbon, Portugal",01/05/2024,38.7167,-9.1333,13.8,10.9,12.0,3.16,0.0,66,34.9,9.8,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Tripoli, Libya",05/03/2024,32.8925,13.18,32.65,13.68,23.45,24.56,1.16,78.54,31.22,4.13,Moderate or heavy rain shower,http://cdn.weatherapi.com/weather/64x64/day/356.png,icons/356.png
"Adelaide, Australia",04/03/2024,-34.9333,138.6,27.38,24.86,26.96,40.66,4.78,20.16,30.27,4.75,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,icons/248.png
"Brisbane, Australia",02/03/2024,-27.5,153.0167,27.62,12.19,24.46,26.04,5.36,23.78,14.29,3.88,Moderate or heavy snow showers,http://cdn.weatherapi.com/weather/64x64/day/371.png,icons/371.png
"Guatemala City, Guatemala",02/03/2024,14.6211,-90.5269,37.35,22.68,32.93,12.49,4.77,42.03,23.56,4.66,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Milan, Italy",02/03/2024,45.4667,9.2,32.98,5.12,19.12,13.09,8.47,94.13,42.29,9.14,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,icons/143.png
"Thessaloniki, Greece",10/06/2024,40.6436,22.9309,25.3,15.6,20.1,0.01,0.0,60,12.2,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Freiburg im Breisgau, Germany",03/04/2024,48.0,7.85,31.52,27.97,29.24,22.0,3.32,36.37,40.34,8.92,Moderate or heavy rain shower,http://cdn.weatherapi.com/weather/64x64/day/356.png,icons/356.png
"Antananarivo, Madagascar",06/02/2024,-18.9167,47.5167,38.25,32.3,36.26,6.44,3.46,23.87,51.37,4.18,Moderate or heavy snow showers,http://cdn.weatherapi.com/weather/64x64/day/371.png,icons/371.png
"Addis Ababa, Ethiopia",01/26/2024,9.0333,38.7,24.0,13.6,18.4,0.0,0.0,41,11.2,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Split, Croatia",01/04/2024,43.5139,16.4558,35.27,22.99,26.48,3.17,0.11,69.01,39.29,6.65,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Bratislava, Slovakia",01/04/2024,48.15,17.1167,30.93,5.15,18.96,23.6,6.22,41.27,18.49,8.72,Freezing fog,http://cdn.weatherapi.com/weather/64x64/day/260.png,icons/260.png
"Geelong, Australia",06/02/2024,-38.1583,144.35,24.77,2.48,15.67,39.65,3.39,43.79,31.95,5.93,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Rome, Italy",01/04/2024,41.9,12.4833,34.41,5.42,16.23,6.33,0.56,83.4,28.67,8.97,Moderate or heavy snow showers,http://cdn.weatherapi.com/weather/64x64/day/371.png,icons/371.png
"Nairobi, Kenya",06/02/2024,-1.2833,36.8167,39.76,22.91,25.35,48.27,4.07,10.85,36.19,7.37,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Hamilton, New Zealand",04/03/2024,-37.7833,175.2833,37.42,17.68,37.14,36.57,2.94,80.87,20.51,5.79,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Tokyo, Japan",09/10/2024,35.6895,139.6917,32.1,26.5,28.8,5.18,0.0,68,21.6,9.8,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Bratislava, Slovakia",05/03/2024,48.15,17.1167,14.39,-1.55,2.11,32.92,1.83,63.4,49.97,7.63,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,icons/296.png
"Santorini, Greece",06/02/2024,43.2554,-77.7299,13.5,8.61,12.09,34.03,6.21,89.09,5.31,6.53,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Johannesburg, South Africa",04/03/2024,-26.2,28.0833,35.08,6.34,31.44,36.45,2.34,91.85,22.77,3.84,Cloudy,http://cdn.weatherapi.com/weather/64x64/day/119.png,icons/119.png
"Yangon, Myanmar",03/04/2024,16.7833,96.1667,7.55,7.11,7.5,41.51,7.98,73.58,21.28,9.12,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Hanoi, Vietnam",10/12/2024,21.0333,105.85,30.5,23.0,26.3,1.39,0.0,73,15.5,9.7,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Athens, Greece",04/03/2024,37.9795,23.7162,22.44,15.45,18.97,38.97,5.39,31.42,36.1,6.79,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,icons/302.png
"Cesky Krumlov, Czech Republic",01/04/2024,48.8167,14.3167,8.65,8.55,8.59,24.84,0.37,67.78,21.47,5.47,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Kolkata, India",08/05/2024,22.5697,88.3697,35.3,27.7,30.7,0.94,0.0,69,17.6,9.8,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Barcelona, Spain",01/04/2024,41.3833,2.1833,27.81,10.6,14.27,11.54,0.04,24.41,26.37,4.79,Cloudy,http://cdn.weatherapi.com/weather/64x64/day/119.png,icons/119.png
"Rome, Italy",05/03/2024,41.9,12.4833,31.84,2.89,28.5,11.1,1.14,62.51,23.94,6.22,Moderate rain at times,http://cdn.weatherapi.com/weather/64x64/day/299.png,icons/299.png
"Phnom Penh, Cambodia",02/06/2024,11.55,104.9167,35.7,24.2,29.6,0.32,0.0,59,18.0,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Cairns, Australia",04/03/2024,-16.9167,145.7667,26.48,17.32,25.01,8.5,6.94,16.92,26.29,6.06,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,icons/302.png
"Johannesburg, South Africa",10/14/2024,-26.2,28.0833,31.9,20.3,26.0,0.15,0.0,23,21.2,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Verona, Italy",06/20/2024,45.45,11.0,28.8,19.8,23.7,0.0,0.0,71,12.2,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Bilbao, Spain",01/04/2024,43.25,-2.9667,24.97,8.22,17.63,9.35,7.91,75.45,22.89,4.71,Light freezing rain,http://cdn.weatherapi.com/weather/64x64/day/311.png,icons/311.png
"York, UK",06/17/2024,53.9562,-1.0947,17.3,9.0,13.2,6.98,0.0,85,17.3,8.3,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Bratislava, Slovakia",03/28/2024,48.15,17.1167,16.0,6.2,10.6,2.34,0.0,72,40.3,7.9,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Rome, Italy",04/03/2024,41.9,12.4833,0.56,-3.53,-2.78,21.37,6.25,21.71,3.4,7.68,Moderate or heavy rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/389.png,icons/389.png
"Yangon, Myanmar",06/02/2024,16.7833,96.1667,6.21,3.33,5.36,17.12,0.17,47.22,51.97,7.38,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Vancouver, Canada",02/03/2024,49.25,-123.1333,28.78,1.72,18.18,13.97,3.32,44.34,36.39,6.66,Cloudy,http://cdn.weatherapi.com/weather/64x64/day/119.png,icons/119.png
"Montevideo, Uruguay",03/04/2024,-34.8581,-56.1708,26.01,19.09,19.86,38.02,5.87,75.78,42.14,5.08,Moderate or heavy rain shower,http://cdn.weatherapi.com/weather/64x64/day/356.png,icons/356.png
"Kotor, Montenegro",05/12/2024,42.4258,18.7719,18.5,12.7,15.4,2.6,0.0,71,11.2,9.8,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Bruges, Belgium",02/03/2024,51.2167,3.2333,25.31,19.92,23.71,3.44,5.25,86.34,5.49,9.31,Heavy snow,http://cdn.weatherapi.com/weather/64x64/day/338.png,icons/338.png
"Mexico City, Mexico",01/04/2024,19.4285,-99.1277,21.19,8.79,11.53,29.74,6.05,51.53,21.18,4.17,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Aix-en-Provence, France",02/03/2024,43.5333,5.4333,37.31,20.68,29.35,34.19,8.27,78.31,6.79,6.7,Cloudy,http://cdn.weatherapi.com/weather/64x64/day/119.png,icons/119.png
"Kotor, Montenegro",06/02/2024,42.4258,18.7719,26.6,18.87,24.42,4.49,3.2,53.67,41.32,7.43,Light freezing rain,http://cdn.weatherapi.com/weather/64x64/day/311.png,icons/311.png
"Marrakech, Morocco",01/04/2024,31.6333,-8.0,22.9,11.9,16.4,0.0,0.0,32,18.0,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Rothenburg ob der Tauber, Germany",01/04/2024,49.3833,10.1833,7.74,-1.64,4.43,39.06,8.91,38.53,35.16,5.79,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Stockholm, Sweden",03/04/2024,59.3333,18.05,32.3,15.22,20.83,38.12,2.85,46.38,6.26,9.38,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Freiburg im Breisgau, Germany",04/03/2024,48.0,7.85,14.63,9.63,10.15,11.18,1.34,47.26,32.25,9.68,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Innsbruck, Austria",10/21/2024,47.2667,11.4,19.4,4.0,9.3,0.0,0.0,78,8.3,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Albury, Australia",03/04/2024,-36.0833,146.9167,40.37,27.93,33.8,22.95,3.74,49.46,17.4,5.92,Heavy snow,http://cdn.weatherapi.com/weather/64x64/day/338.png,icons/338.png
"Tromsø, Norway",04/03/2024,33.4464,-81.1165,16.23,8.87,11.49,24.62,5.22,64.36,3.38,6.55,Moderate rain at times,http://cdn.weatherapi.com/weather/64x64/day/299.png,icons/299.png
"Ghent, Belgium",02/03/2024,51.05,3.7167,34.97,28.66,31.08,31.06,4.67,94.51,11.15,7.33,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,icons/143.png
"Berlin, Germany",02/03/2024,52.5167,13.4,38.02,21.3,29.92,6.55,1.37,74.15,24.57,4.64,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Dakar, Senegal",05/23/2024,14.6708,-17.4381,23.4,22.5,23.0,0.0,0.0,82,28.8,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Seville, Spain",02/03/2024,37.3772,-5.9869,32.57,30.14,30.26,37.43,4.97,51.02,29.11,6.13,Cloudy,http://cdn.weatherapi.com/weather/64x64/day/119.png,icons/119.png
"London, UK",06/02/2024,51.5171,-0.1062,34.05,9.42,13.51,21.96,3.7,56.91,46.83,7.27,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Berlin, Germany",08/14/2024,52.5167,13.4,32.1,19.4,25.4,2.24,0.0,42,16.9,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Dubrovnik, Croatia",03/04/2024,42.6506,18.0914,29.9,19.45,27.79,41.29,6.67,52.77,30.89,4.47,Heavy snow,http://cdn.weatherapi.com/weather/64x64/day/338.png,icons/338.png
"Porto, Portugal",01/04/2024,41.15,-8.6167,33.91,5.27,15.58,11.04,5.94,84.48,47.31,8.34,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Rotorua, New Zealand",01/23/2024,-38.1378,176.2514,23.9,16.0,18.8,3.47,0.0,87,14.0,5.5,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"La Paz, Bolivia",10/10/2024,-16.5,-68.15,14.7,4.2,9.3,0.41,0.0,51,26.3,10.0,Thundery outbreaks possible,http://cdn.weatherapi.com/weather/64x64/day/200.png,icons/200.png
"Perth, Australia",04/03/2024,-31.9333,115.8333,37.51,9.1,36.38,17.0,2.66,64.04,31.64,6.02,Moderate or heavy rain shower,http://cdn.weatherapi.com/weather/64x64/day/356.png,icons/356.png
"Taipei, Taiwan",01/02/2024,25.0392,121.525,19.2,12.1,15.1,0.0,0.0,70,17.6,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Bled, Slovenia",05/03/2024,46.3692,14.1136,35.54,13.44,22.77,7.51,3.09,35.64,14.2,9.52,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,icons/302.png
"Tegucigalpa, Honduras",01/04/2024,14.1,-87.2167,32.68,11.0,21.51,6.58,6.84,90.08,42.31,5.48,Moderate rain at times,http://cdn.weatherapi.com/weather/64x64/day/299.png,icons/299.png
"Lagos, Nigeria",09/08/2024,6.4531,3.3958,29.3,24.0,26.3,0.01,0.0,72,17.3,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Lusaka, Zambia",02/13/2024,-15.4167,28.2833,29.5,16.7,21.9,0.02,0.0,68,14.0,9.3,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"San Pedro Sula, Honduras",07/10/2024,15.5,-88.0333,32.3,21.8,26.4,13.07,0.0,82,13.7,7.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Yangon, Myanmar",08/21/2024,16.7833,96.1667,27.1,24.0,25.2,0.95,0.0,89,7.9,7.7,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Tokyo, Japan",08/23/2024,35.6895,139.6917,30.8,27.1,28.8,0.44,0.0,75,28.8,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Tegucigalpa, Honduras",03/04/2024,14.1,-87.2167,34.89,-0.93,25.38,0.78,6.47,34.57,8.79,9.21,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,icons/248.png
"Antananarivo, Madagascar",03/04/2024,-18.9167,47.5167,9.14,1.65,2.3,41.84,1.96,69.54,5.79,4.64,Moderate or heavy rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/389.png,icons/389.png
"Istanbul, Turkey",03/23/2024,41.0186,28.9647,10.4,6.1,8.6,0.0,0.0,61,9.0,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Zagreb, Croatia",01/04/2024,45.8,16.0,31.5,16.18,16.39,39.38,1.61,98.26,34.53,8.51,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Lille, France",11/26/2024,50.6333,3.0667,9.6,6.9,8.0,5.42,0.0,82,22.3,8.3,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Dubrovnik, Croatia",02/03/2024,42.6506,18.0914,27.79,22.09,22.85,27.9,6.57,61.11,19.32,9.77,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,icons/248.png
"Darwin, Australia",02/19/2024,-12.4667,130.8333,30.1,27.4,28.5,3.44,0.0,81,23.0,10.0,Moderate rain at times,http://cdn.weatherapi.com/weather/64x64/day/299.png,icons/299.png
"Phnom Penh, Cambodia",08/14/2024,11.55,104.9167,36.3,25.9,30.1,1.12,0.0,67,15.8,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Dar es Salaam, Tanzania",02/03/2024,-6.8,39.2833,35.25,9.4,33.2,25.8,1.54,70.27,34.99,8.27,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Hyderabad, India",07/09/2024,17.3753,78.4744,29.6,23.0,26.1,1.09,0.0,73,23.0,9.5,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Rotorua, New Zealand",06/02/2024,-38.1378,176.2514,31.91,24.54,28.37,47.37,4.12,51.78,4.42,4.8,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Yangon, Myanmar",01/17/2024,16.7833,96.1667,33.9,21.6,26.9,0.0,0.0,53,13.0,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Sintra, Portugal",06/02/2024,38.8,-9.3833,38.96,25.88,38.24,42.87,6.42,52.01,9.17,8.86,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,icons/248.png
"Thessaloniki, Greece",05/03/2024,40.6436,22.9309,28.11,20.26,27.42,44.99,7.77,30.66,31.84,4.52,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Guatemala City, Guatemala",09/02/2024,14.6211,-90.5269,23.0,15.2,18.8,17.91,0.0,91,5.4,7.6,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Tauranga, New Zealand",02/03/2024,-37.6861,176.1667,31.06,-1.9,12.5,43.05,8.94,41.21,36.9,9.51,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Addis Ababa, Ethiopia",02/03/2024,9.0333,38.7,28.05,27.31,27.88,12.34,0.15,55.52,37.42,9.53,Light sleet,http://cdn.weatherapi.com/weather/64x64/day/317.png,icons/317.png
"Quebec City, Canada",07/26/2024,50.1833,-66.6333,19.7,11.2,15.3,0.0,0.0,68,18.0,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Aix-en-Provence, France",01/04/2024,43.5333,5.4333,16.45,-3.75,11.19,9.93,2.35,53.84,44.98,7.95,Thundery outbreaks possible,http://cdn.weatherapi.com/weather/64x64/day/200.png,icons/200.png
"Seville, Spain",04/03/2024,37.3772,-5.9869,24.69,2.32,20.47,8.41,8.18,15.72,41.79,8.36,Light sleet,http://cdn.weatherapi.com/weather/64x64/day/317.png,icons/317.png
"Kampala, Uganda",07/07/2024,0.3156,32.5656,30.4,18.1,23.0,0.04,0.0,60,14.0,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Toronto, Canada",08/02/2024,43.6667,-79.4167,28.5,23.4,25.5,1.27,0.0,73,18.0,9.9,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Seville, Spain",05/03/2024,37.3772,-5.9869,25.88,18.25,23.55,38.54,3.36,96.07,37.67,7.96,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Lisbon, Portugal",05/03/2024,38.7167,-9.1333,18.2,11.0,14.6,0.0,0.0,66,21.6,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Buenos Aires, Argentina",07/23/2024,-34.5875,-58.6725,23.4,13.4,17.2,0.0,0.0,81,10.1,8.3,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,icons/143.png
"Mexico City, Mexico",04/03/2024,19.4285,-99.1277,30.24,21.24,23.65,45.29,8.45,14.55,45.99,6.48,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,icons/302.png
"Krakow, Poland",05/03/2024,51.7333,18.5167,25.96,5.5,25.92,47.13,7.43,67.01,15.6,8.96,Moderate or heavy rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/389.png,icons/389.png
"Panama City, Panama",02/22/2024,8.9667,-79.5333,29.3,21.1,25.1,0.16,0.0,71,21.6,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Bamako, Mali",06/02/2024,12.65,-8.0,34.18,19.31,31.6,11.26,4.44,67.77,22.89,8.58,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Sao Paulo, Brazil",04/25/2024,-23.5333,-46.6167,26.7,20.8,22.5,0.91,0.0,80,16.6,9.5,Light drizzle,http://cdn.weatherapi.com/weather/64x64/day/266.png,icons/266.png
"Cape Town, South Africa",05/30/2024,-33.9167,18.4167,16.9,12.6,15.4,15.23,0.0,81,38.9,9.3,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Thessaloniki, Greece",01/04/2024,40.6436,22.9309,30.79,30.03,30.25,6.51,8.9,41.97,10.72,6.83,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Tegucigalpa, Honduras",11/04/2024,14.1,-87.2167,26.9,17.1,20.7,1.73,0.0,84,5.4,6.5,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Riga, Latvia",06/02/2024,56.95,24.1,39.07,26.31,29.64,47.33,9.14,14.44,34.14,9.41,Light sleet,http://cdn.weatherapi.com/weather/64x64/day/317.png,icons/317.png
"La Paz, Bolivia",05/03/2024,-16.5,-68.15,13.77,-1.54,13.46,10.02,7.43,72.93,21.34,6.12,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Rio de Janeiro, Brazil",06/21/2024,-22.9,-43.2333,27.2,20.5,23.4,0.0,0.0,63,13.3,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Cesky Krumlov, Czech Republic",04/03/2024,48.8167,14.3167,23.2,7.7,14.93,24.01,1.0,56.78,51.44,8.15,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,icons/248.png
"Nairobi, Kenya",05/03/2024,-1.2833,36.8167,30.79,8.81,12.23,38.89,0.33,33.71,27.2,6.87,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,icons/143.png
"Cobh, Ireland",03/10/2024,51.8572,-8.2992,6.7,5.2,5.7,0.32,0.0,93,18.0,9.7,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Belmopan, Belize",01/04/2024,17.25,-88.7667,18.03,2.5,12.02,49.7,7.02,55.82,26.11,6.66,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"San Jose, Costa Rica",07/28/2024,9.9333,-84.0833,26.2,13.3,18.8,13.07,0.0,91,7.9,5.5,Moderate or heavy rain shower,http://cdn.weatherapi.com/weather/64x64/day/356.png,icons/356.png
"Santiago, Chile",07/30/2024,-33.45,-70.6667,19.3,7.8,14.9,0.01,0.0,29,11.9,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Hyderabad, India",03/04/2024,17.3753,78.4744,16.95,14.57,14.84,31.05,3.04,94.03,34.05,9.79,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Amsterdam, Netherlands",02/03/2024,52.374,4.8897,33.18,22.07,24.16,21.88,1.76,75.89,28.23,5.28,Moderate or heavy snow showers,http://cdn.weatherapi.com/weather/64x64/day/371.png,icons/371.png
"New Plymouth, New Zealand",04/03/2024,-39.0667,174.0833,34.07,0.32,12.36,38.21,6.43,66.26,43.77,6.14,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Porto, Portugal",04/03/2024,41.15,-8.6167,28.12,26.46,27.95,9.18,7.84,21.8,18.84,9.32,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Ho Chi Minh City, Vietnam",06/19/2024,10.75,106.6667,34.7,27.4,30.5,0.68,0.0,64,19.8,10.0,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Valencia, Spain",01/04/2024,39.4667,-0.3667,22.75,7.93,17.58,7.4,6.1,54.64,5.67,7.84,Light freezing rain,http://cdn.weatherapi.com/weather/64x64/day/311.png,icons/311.png
"Lagos, Nigeria",03/04/2024,6.4531,3.3958,31.83,20.34,28.42,7.22,2.83,20.31,27.14,6.21,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Ghent, Belgium",02/11/2024,51.05,3.7167,10.1,7.0,8.4,1.3,0.0,84,24.8,9.3,Light drizzle,http://cdn.weatherapi.com/weather/64x64/day/266.png,icons/266.png
"La Paz, Bolivia",04/03/2024,-16.5,-68.15,22.02,-0.62,9.15,37.42,7.4,68.31,19.43,7.06,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,icons/302.png
"Belmopan, Belize",03/04/2024,17.25,-88.7667,35.07,26.96,28.06,34.29,6.27,27.89,36.9,9.12,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,icons/143.png
"Jakarta, Indonesia",05/07/2024,-6.2146,106.8451,33.1,25.8,28.9,0.54,0.0,69,17.3,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Dakar, Senegal",06/02/2024,14.6708,-17.4381,29.02,10.36,15.96,14.94,1.4,67.42,42.42,7.19,Freezing fog,http://cdn.weatherapi.com/weather/64x64/day/260.png,icons/260.png
"Istanbul, Turkey",05/03/2024,41.0186,28.9647,10.64,10.01,10.46,44.96,8.14,58.69,33.53,7.24,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Berlin, Germany",06/02/2024,52.5167,13.4,28.77,5.21,22.48,4.11,8.99,48.53,8.11,6.13,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,icons/143.png
"Kathmandu, Nepal",05/03/2024,27.7167,85.3167,28.27,21.82,23.75,13.09,7.98,16.61,11.26,8.04,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Bogota, Colombia",03/04/2024,4.6,-74.0833,10.58,10.55,10.56,19.63,3.84,12.15,50.1,8.02,Moderate or heavy snow showers,http://cdn.weatherapi.com/weather/64x64/day/371.png,icons/371.png
"Hong Kong, China",05/03/2024,22.2833,114.15,32.59,29.83,30.79,32.78,1.94,87.72,36.33,6.4,Freezing fog,http://cdn.weatherapi.com/weather/64x64/day/260.png,icons/260.png
